CUSTOMER_PK	SALUTATION	FIRST_NAME	LAST_NAME	GENDER	MARITAL_STATUS	DAY_OF_BIRTH	BIRTH_COUNTRY	EMAIL_ADDRESS	CITY_NAME	ZIP_CODE	COUNTRY_NAME	GMT_TIMEZONE_OFFSET	PREFERRED_CUST_FLAG	REGISTRATION_TIME
25338242	Sir	Rodney	Muniz	M	D	1992-12-20	Niger	rodney.muniz@v0mrrzpv.edu	Centerville	20059	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25338253	Dr.	Mindy	Lane	M	U	1967-12-07	Cayman Islands	mindy.lane@hmri5fx2p.edu	Mount Olive	48059	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25338270	Sir	John	Howard	M	S	1939-05-28	Panama	john.howard@2g.edu	Antioch	38605	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25338280	Miss	Beth	Hinton	F	M	1968-03-30	Togo	beth.hinton@9vgjtk7sldh.org	Wilson	76971	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25338312	Dr.	Marlon	Adams	M	D	1979-07-11	Slovenia	marlon.adams@dkokrpuyokmy.org	Maple Grove	98252	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
25338318	Mr.	James	Francis	M	S	1978-12-12	Benin	james.francis@odrf5z.org	Florence	63394	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25338328	Ms.	Nancy	Brown	M	S	1955-02-08	Slovakia	nancy.brown@mzrnhdimzu.org	Bethel	85281	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
25338344	Mr.	Alvin	Wallis	F	S	1963-05-16	Argentina	alvin.wallis@6ouyyvxmqosfjd.com	Oak Grove	18370	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25338428	Miss	Alexander	Rice	M	M	1947-06-27	Comoros	alexander.rice@qmiucfypzk5.org	Oak Hill	77838	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25338455	Mr.	Andy	Tripp	M	S	1984-02-16	Iceland	andy.tripp@ntv9j07nly08kzth.com	Pine Grove	44593	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25338482	Dr.	James	Garcia	M	U	1946-12-02	Anguilla	james.garcia@mreeg8mon9srh.org	Oakwood	60169	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25338493	Sir	Henry	Luna	F	D	1965-12-14	Austria	henry.luna@opjjf2ttuot3.com	Edgewood	40069	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25338522	Sir	Scott	Livingston	F	D	1953-09-20	CÔte D'ivoire	scott.livingston@tndmxfp0nhlg7d3ap10.org	Greenwood	88828	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25338551	Sir	Geoffrey	Brown	F	D	1932-05-22	Tajikistan	geoffrey.brown@lsu.com	Georgetown	87057	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25338565	Dr.	Jose	White	F	D	1937-12-03	Madagascar	jose.white@y.com	Allentown	61838	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25338569	Miss	Estelle	Lentz	M	M	1967-03-07	Wallis And Futuna	estelle.lentz@0radutyn5mtbql2ztr.edu	Spring Valley	36060	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25338573	Dr.	Carl	Swain	M	U	1969-05-05	Italy	carl.swain@codgzdzqyyzzqp3.edu	Farmersville	69305	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25338581	Mr.	Paul	Vasquez	M	D	1965-10-17	Turkmenistan	paul.vasquez@fu0tde3rri.edu	Plainview	63683	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25338583	Miss	Danielle	Cook	F	S	1983-02-10	Russian Federation	danielle.cook@lrqxfblsxqx.org	Union Hill	67746	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25338588	Mr.	Allan	Johnson	F	U	1926-05-26	Comoros	allan.johnson@xvedtuvftt.edu	Pleasant Grove	84136	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
25338604	Sir	Dennis	Curran	F	D	1971-12-15	Liberia	dennis.curran@7fqq8oauue.com	Oak Ridge	68371	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25338609	Dr.	Danielle	Fields	M	D	1978-05-13	Guinea	danielle.fields@jq7dfxnafzmho8.org	Newtown	71749	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25338615	Dr.	Jeffrey	Wiley	M	W	1974-07-19	Singapore	jeffrey.wiley@blqm3hgydgjtyiqmgcer.org	Belmont	40191	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25338618	Mrs.	Marlene	Thompson	F	D	1927-01-17	Djibouti	marlene.thompson@bikh2.com	Oak Grove	48370	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25338632	Sir	Charles	Love	M	U	1949-02-15	Niger	charles.love@6q.org	Forest Hills	59237	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25338699	Sir	Nick	Carver	M	U	1972-07-01	Mauritania	nick.carver@3a2g1rrde2gac.edu	Wilson	76971	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25338735	Mrs.	Jennifer	Barnes	F	W	1988-04-22	Israel	jennifer.barnes@7hsykzdjtr.com	Green Acres	57683	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25338747	Dr.	Benito	Harris	F	W	1941-06-23	Mali	benito.harris@txkjyv5yrv.edu	Maple Grove	38252	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25338764	Mrs.	Ethel	Dexter	F	W	1960-11-29	Jordan	ethel.dexter@j4hj1bhtqf.org	Oak Grove	78370	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25338778	Miss	Julia	Coleman	F	U	1956-10-06	Morocco	julia.coleman@oppqbv30oo.edu	Green Acres				FALSE	2022-10-03 22:43:20.810 -0700
25338793	Mrs.	Alex	Johnson	F	S	1927-02-16	Guinea	alex.johnson@2azjocjuz7qvex.org	Pine Grove	24593	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25338836	Dr.	Ellen	Copley	M	S	1973-10-28	Fiji	ellen.copley@bhbc.com	Oak Grove	28370	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25338875	Dr.	Victoria	Campbell	F	U	1955-12-04	Norfolk Island	victoria.campbell@mae1bfdtsdrsqyu93y.edu	Greenfield	65038	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25338910	Mrs.	Allison	Martin	F	U	1937-12-27	Zimbabwe	allison.martin@jc.com	Georgetown	37057	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25338924	Ms.	Latanya	Garber	M	M	1941-02-10	China	latanya.garber@pnm5ejeivft.org	Mount Olive	58059	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25338951	Mrs.	Donna	Taylor	M	S	1935-03-14	Mongolia	donna.taylor@schnrjqgbtyts.org	Wilton	26997	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25338952	Miss	Norma	Lee	F	D	1988-07-24	Azerbaijan	norma.lee@uv.org	Concord	54107	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25338977	Miss	Sandra	Thompson	M	M	1976-02-09	Belize	sandra.thompson@cdysgyqjaai.org	Greenville	51387	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25338982	Dr.	William	Inman	F	M	1969-08-01	Niger	william.inman@k81tvgql.com	Wilson	56971	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25339070	Dr.	Jack	Duncan	M	U	1987-03-02	Tajikistan	jack.duncan@dnqg9k4.edu	Smith	47317	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25339120	Ms.	Janet	Vieira	M	D	1977-01-21	Sweden	janet.vieira@6.edu	Harmony	35804	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25339149	Miss	Rocio	Lucas	F	U	1962-02-10	Jersey	rocio.lucas@yfhqsba3b9vhrz.edu	Johnsonville	97745	United States	-9.00	TRUE	2022-10-03 22:43:20.810 -0700
25339157	Sir	George	Poulin	F	M	1932-08-24	Mauritania	george.poulin@s1.org	Woodland	24854	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25339172	Sir	Bobby	Purvis	F	U	1955-06-18	Pakistan	bobby.purvis@yy2sznbnndiacv4.edu	Buena Vista	75752	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25339185	Dr.	Andrew	Coleman	F	W	1951-11-03	Aruba	andrew.coleman@yftyy.edu	Hamilton	92808	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
25339200	Dr.	Bruce	Breland	M	M	1990-02-01	Slovenia	bruce.breland@rgttvdoag7e.edu	Oakdale	69584	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25339203	Dr.	Alan	Hooper	F	D	1989-06-05	Ghana	alan.hooper@lzon3u2tuem26zj.org	Walnut Grove	27752	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25339220	Dr.	Carlo	Paul	M	M	1951-07-27	Guam	carlo.paul@lqzs6do9n.com	Five Points	96098	United States	-8.00	TRUE	2022-10-03 22:43:20.810 -0700
25339241	Mr.	Tyrone	Moore	M	W	1973-02-07	Iceland	tyrone.moore@baypgqfscmeqyf.edu	Cedar Grove	40411	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25339251	Dr.	Alice	Williams	F	S	1946-10-17	Antarctica	alice.williams@rbbzqxqr14n0dnkf7.com	Pleasant Hill	63604	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25339262	Mrs.	Sharon	Wise	F	D	1954-03-28	Cape Verde	sharon.wise@kejcuhj482.edu	Oakwood	60169	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
25339279	Dr.	James	Marks	M	U	1944-09-13	Djibouti	james.marks@dgoctq.com	Greenwood	28828	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25339282	Sir	Matthew	Davis	M	M	1973-11-04	Finland	matthew.davis@na1cjlpdy.edu	Riverview	39003	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25339289	Sir	Thomas	Green	M	S	1948-08-10	Mexico	thomas.green@af2q9lx78f.com	Centerville	60059	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25339315	Dr.	Stanley	Graham	F	M	1970-01-24	Viet Nam	stanley.graham@q1dcmkzzh.org	Oakdale	69584	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25339316	Dr.	Joshua	Camacho	F	U	1978-04-25	Australia	joshua.camacho@eqeqj9rkvkl.edu	Fairbanks	86653	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25339317	Dr.	Tisha	Martinez	F	W	1987-09-15	Pitcairn	tisha.martinez@5mo6tze99a0ygjjh.edu	Crossroads	80534	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27341835	Ms.	Anthony	Jenkins	F	S	1962-04-12	Guinea-Bissau	anthony.jenkins@fydjsvqapscu.com	Five Points	26098	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27341844	Mrs.	Marlene	Nash	M	S	1966-06-23	Austria	marlene.nash@1yzjhefvlkz.edu	Mountain View	05066	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27341845	Miss	Cheryl	Kline	F	D	1965-03-20	Malawi	cheryl.kline@lca8spppu.org	Clinton	48222	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27341865	Dr.	Harry	Hull	M	S	1976-07-05	Azerbaijan	harry.hull@oxzlhds8zgty.org	Crossroads	20534	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27341875	Dr.	Clarice	Leahy	M	S	1976-09-12	Armenia	clarice.leahy@rjclr.edu	Glenwood	63511	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27341881	Ms.	Christine	Shultz	F	D	1953-12-13	Guam	christine.shultz@q94s.com	Oak Grove	68370	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27341883	Dr.	Kathy	Escobar	F	S	1929-03-02	Israel	kathy.escobar@fx8.org	Glendale	43951	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27341889	Sir	Samuel	Sandoval	M	W	1934-12-04	French Polynesia	samuel.sandoval@myjde7lxc.org	Marion	50399	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27341943	Mr.	Robert	Christenson	M	M	1932-12-26	Yemen	robert.christenson@xl.edu	Fairview	75709	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27341958	Miss	Jacquelyn	Healy	F	U	1944-01-19	Uganda	jacquelyn.healy@vsv.edu	Sulphur Springs	68354	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342041	Sir	Robert	Williams	M	S	1981-05-08	Saint Lucia	robert.williams@tjfiyqnujx2.com	Five Points	96098	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
27342044	Miss	Paulette	Haney	F	M	1968-04-24	Ireland	paulette.haney@qtds2ahysegi7qz.com	Oak Grove	48370	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342061	Dr.	Jeffrey	Logsdon	F	S	1947-02-27	Saint Helena	jeffrey.logsdon@mo1aoxzflrazvh.com	King	30008	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342063	Sir	John	Soto	M	U	1930-10-21	Ukraine	john.soto@hjgtib.com	Farmington	79145	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342068	Mrs.	Aaron	Estrella	F	U	1937-10-02	Comoros	aaron.estrella@ay1slsgv6vvmyihj.edu	Highland Park	56534	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342072	Mrs.	Jeannie	Cooper	M	M	1948-04-04	Vanuatu	jeannie.cooper@arva6plng7f.org	Midway	41904	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342092	Mr.	Thomas	Scholl	M	M	1936-08-31	Uzbekistan	thomas.scholl@asynlb0y.org	Springdale	78883	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342120	Sir	John	Leyva	F	W	1948-07-19	Jersey	john.leyva@ym0nsle28hep.com	Blair	65465	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342146	Mr.	Bryan	Madera	F	M	1970-03-29	Eritrea	bryan.madera@7jo3he65txlir.org	Greenville	91387	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
27342157	Sir	Randall	Chambers	F	U	1933-07-04	Singapore	randall.chambers@r9h681cyruv5r.org	Red Hill	54338	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342190	Mr.	David	Grant	F	U	1959-01-19	Tokelau	david.grant@186omp7vovncnic65.org	Lakewood	58877	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342209	Dr.	Ralph	Flynn	F	D	1924-04-12	Madagascar	ralph.flynn@asflvkos9deu.org	Greenfield	65038	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342210	Miss	Emma	Sherman	F	D	1974-08-20	Mauritania	emma.sherman@vko1vb.edu	Newtown	51749	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342239	Sir	Ray	Crockett	M	M	1986-11-12	United Arab Emirates	ray.crockett@4oma0.edu	Five Forks	22293	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27342240	Ms.	Susana	Wilson	F	S	1928-09-10	Belgium	susana.wilson@tysl0lt4tik.edu	Kingston	24975	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27342253	Mr.	Matthew	Mccann	M	U	1924-12-09	Tokelau	matthew.mccann@ehmk7gubh7xf.org	Brownsville	49310	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27342274	Miss	Melodie	Rivera	M	M	1965-05-09	Turkey	melodie.rivera@02nokg.com	Florence	13394	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27342291	Mr.	James	Gray	M	D	1981-11-27	Norfolk Island	james.gray@5zci40ng.edu	Antioch	48605	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342339	Dr.	John	Jackson	F	S	1966-12-01	Bolivia	john.jackson@chuuhyxqbrlnzrogvqo.org	Oak Hill	67838	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342349	Miss	Helen	Norman	M	S	1954-07-05	Malawi	helen.norman@e9nftlexxmqtr.org	Waterloo	41675	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27342357	Miss	Earnestine	Webb	M	D	1967-12-04	Andorra	earnestine.webb@t.com	Newtown	61749	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342377	Dr.	Curtis	Simons	M	M	1953-09-11	Portugal	curtis.simons@cte8kvmyr6.com	Elkton	23481	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27342407	Miss	Ceola	Brunner	M	M	1974-05-22	Solomon Islands	ceola.brunner@ahvf.org	Oakland	59843	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342412	Dr.	Glenn	Harris	F	W	1956-02-07	Guam	glenn.harris@0xm.edu	Lakewood	18877	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27342427	Dr.	James	Martin	F	S	1964-02-05	Germany	james.martin@xojrom8s3gc.edu	Woodville	84289	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27342452	Sir	Caleb	Jeffrey	M	U	1987-04-12	French Polynesia	caleb.jeffrey@6a.com	Fairfield	66192	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27342478	Mrs.	Brittney	Stroud	F	D	1967-07-08	Christmas Island	brittney.stroud@yjzf0bzryc.org	Plainview	43683	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27342513	Mrs.	Judith	Peel	M	D	1983-02-17	Belgium	judith.peel@r67.com	Five Points	36098	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342550	Dr.	Marilyn	Hutchings	F	D	1925-10-04	Algeria	marilyn.hutchings@6fdqkrqyc6.com	Hillcrest	73003	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342557	Miss	Denise	Key	M	D	1968-06-23	French Guiana	denise.key@q9amovnmxu4f.com	Forest Hills	49237	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27342558	Sir	Gustavo	Brown	F	S	1972-04-11	Namibia	gustavo.brown@bfsbnjym26.org	Unionville	51711	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342606	Sir	Kevin	Pitre	F	S	1971-02-10	Panama	kevin.pitre@jgkj.com	Spring Hill	86787	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27342616	Dr.	Sandra	Chandler	F	U	1984-03-10	Oman	sandra.chandler@yhfd8.com	Wilson	36971	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27342630	Miss	Marisela	Herrera	F	S	1978-06-29	Hong Kong	marisela.herrera@hbu9lo91kg9es.edu	Unionville	51711	United States		TRUE	2022-10-03 22:43:20.810 -0700
27342632	Mr.	Howard	Doucette	M	U	1970-05-07	Uzbekistan	howard.doucette@iqyaysd1qon.edu	Arlington	66557	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342672	Miss	Lori	Key	M	S	1975-05-02	Turkmenistan	lori.key@yrhget8jz3vdvnjud0.com	Gravel Hill	41944	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27342676	Mr.	Richard	Hanson	F	U	1971-01-23	Mayotte	richard.hanson@i0gvco6prg.edu	Wilson	86971	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27342692	Mr.	Harry	Wallace	M	W	1941-03-27	Nepal	harry.wallace@syqe4kcv5fqe6.org	Providence	76614	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342710	Dr.	Karmen	Wagner	M	W	1933-11-24	Venezuela	karmen.wagner@9fb.com	Bridgeport	65817	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342718	Mr.	Tom	Delgado	M	M	1959-06-08	Cayman Islands	tom.delgado@tf.com	Midway	31904	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27342750	Ms.	Anna	Knudsen	M	S	1970-10-04	Venezuela	anna.knudsen@9el2k2gdlrd.edu	Highland Park	46534	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27342758	Miss	Sonia	Haag	F	D	1991-05-14	Virgin Islands, U.S.	sonia.haag@udpcdi9.edu	Lincoln	71289	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342773	Sir	Bryce	Hunter	M	D	1976-08-06	Finland	bryce.hunter@g5r16rnl7nhj0b7.edu	Summit	40499	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27342803	Dr.	Marion	Hunt	M	M	1933-11-22	Japan	marion.hunt@4v94e2tmsre9.org	Wilson	36971	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27342834	Miss	Miriam	Stout	F	D	1934-10-09	Israel	miriam.stout@joz1jkjiqe.org	White Oak	56668	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342841	Mrs.	Priscilla	Thomas	F	U	1925-03-11	Netherlands Antilles	priscilla.thomas@rm36dsed3d.edu	Forest Hills	39237	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27342855	Dr.	Wendi	Gonzalez	M	M	1977-07-13	Morocco	wendi.gonzalez@mjxvv7qbjz.org	Summit	10499	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27342861	Dr.	Julia	Huang	F	U	1964-06-28	Netherlands Antilles	julia.huang@nn.com	Fairfield	96192	United States	-8.00	TRUE	2022-10-03 22:43:20.810 -0700
27342869	Mrs.	Brenda	Peck	M	D	1979-12-30	Guatemala	brenda.peck@877ra.edu	Wilson	76971	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342871	Mr.	Todd	Lee	M	S	1983-04-01	Slovakia	todd.lee@vdrihzumnvlgitz.org	Providence	86614	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27342880	Ms.	Michelle	Overton	F	M	1980-10-12	Angola	michelle.overton@no5tgxasg.org	Five Forks	52293	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342901	Sir	Christopher	Lea	F	U	1964-01-06	Switzerland	christopher.lea@7yj0i1pd6fm2.org	Pleasant Grove	24136	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27342909	Ms.	Delores	Fulcher	F	W	1992-07-12	New Caledonia	delores.fulcher@lnmnonlgkp9ia1k9ys.edu	Clifton	78014	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27342920	Mrs.	Susan	Robinson	M	M	1955-06-28	Slovenia	susan.robinson@oyk0qnajlv0sbdz.edu	Georgetown	67057	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342924	Mrs.	Claudia	Sapp	M	M	1983-06-12	Suriname	claudia.sapp@dshkrs.org	Lakeview	78579	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342952	Sir	Everett	Jamison	M	M	1924-03-19	RÉunion	everett.jamison@ccgss.edu	Sulphur Springs	58354	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27342975	Dr.	Kathy	Flynn	F	W	1967-04-08	Mali	kathy.flynn@l7f.com	Red Hill	24338	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27343022	Miss	Rochelle	Mattox	M	W	1992-07-13	Austria	rochelle.mattox@9t9tf2.org	Morgantown	39193	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27343039	Dr.	Dorothy	Crawford	M	U	1990-11-22	Kyrgyzstan	dorothy.crawford@y1upjf4voko.edu	White Oak	16668	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27343089	Sir	Jack	Jenkins	M	U	1930-05-08	Equatorial Guinea	jack.jenkins@qbstxr2kmiu5ba072f6j.org	Green Acres	77683	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27343108	Dr.	Robert	Rangel	F	M	1935-03-31	Anguilla	robert.rangel@zcrsibqyj.com	Hamilton		United States		FALSE	2022-10-03 22:43:20.810 -0700
27343112	Sir	Phillip	Steward	F	D	1973-06-12	Norway	phillip.steward@2phrggykuppg.edu	Antioch	48605	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27343122	Mrs.	Ashley	Sheehan	M	M	1967-10-20	Andorra	ashley.sheehan@h6uxkgdxrsv.org	Bridgeport	45817	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27343124	Dr.	Raymond	Battle	M	D	1982-10-18	Suriname	raymond.battle@0b7gimb9cvbamcgzub.org	Caledonia	77411	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27343125	Mrs.	Catherine	Diaz	F	M	1974-02-28	Nepal	catherine.diaz@1bohsy.org	Mount Pleasant	31933	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27343149	Dr.	Donnie	Fox	M	D	1959-08-29	Saint Helena	donnie.fox@brfx6erfelyu5vd.org	Brownsville	89310	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27343150	Ms.	Ellen	Sherman	F	M	1971-06-18	Bouvet Island	ellen.sherman@hu90tg.edu	Clifton	78014	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27343169	Sir	Jacob	Crosby	F	U	1926-03-03	Guatemala	jacob.crosby@snvhlagvyyj2g.com	Red Hill	44338	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27343186	Mr.	Guadalupe	Moore	M	S	1924-05-24	Guinea-Bissau	guadalupe.moore@ndk.edu	Springfield	39303	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27343189	Ms.	Edna	Butler	F	U	1960-06-30	Monaco	edna.butler@lzoetbyjo.edu	Newtown	71749	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27343193	Miss	Barbara	Crawley	F	D	1991-06-05	Israel	barbara.crawley@angevb1anyg.com	Shady Grove	32812	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27343208	Mr.	Craig	Goss	M	S	1957-06-08	Nigeria	craig.goss@fnhabpxlkkqjfoq.org	Bethel	35281	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27343222	Dr.	Ronald	Ramirez	M	W	1973-10-08	Niue	ronald.ramirez@tjt.org	Jackson	59583	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27343308	Mrs.	Anthony	Camp	M	M	1960-03-11	Tonga	anthony.camp@sggvaylnztaigrfitt4.com	Franklin	29101	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27343365	Mrs.	Deanna	Wilson	M	S	1988-11-14	Kyrgyzstan	deanna.wilson@fytoqkai4l.com	Fairfield	06792	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27343379	Dr.	Ronald	Ali	F	S	1979-03-26	Haiti	ronald.ali@velkxg.org	Mount Vernon	48482	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27343387	Mrs.	Amy	Meredith	F	M	1974-06-27	Malaysia	amy.meredith@afr1d3ncmfbs.com	Sutton	55413	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27343399	Sir	Barry	Barnes	F	S	1958-05-09	Egypt	barry.barnes@dfpvhgkjjemeg8nq6.org	Highland	39454	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27343408	Mr.	Tyler	Francis	M	S	1929-01-23	Brazil	tyler.francis@zbxf4belfb9.com	Kingston	64975	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
